Unnamed: 0,id,hip,hd,hr,gl,bf,proper,ra,dec,dist,pmra,pmdec,rv,mag,absmag,spect,ci,x,y,z,vx,vy,vz,rarad,decrad,pmrarad,pmdecrad,bayer,flam,con,comp,comp_primary,base,lum,var,var_min,var_max
18497,18497,18543.0,25025.0,1231.0,,34Gam Eri,Zaurak,3.967157,-13.508515,62.3441,60.51,-111.34,62.0,2.97,-1.004,M1IIIb Ca-1,1.588,30.760217,52.235828,-14.56308,1.154e-05,5.563e-05,-4.753e-05,1.038599284,-0.235768069,2.93361e-07,-5.39792e-07,Gam,34.0,Eri,1,18497,,219.5836501,Gam,3.0,2.95
18567,18567,18614.0,24912.0,1228.0,,46Xi  Per,Menkib,3.98275,35.791033,381.6794,1.92,2.3,70.0,3.98,-3.928,O7.5Iab:,0.016,156.01015,267.421217,223.218208,2.494e-05,4.98e-05,4.532e-05,1.04268157,0.624671361,9.30842e-09,1.11507e-08,Xi,46.0,Per,1,18567,,3244.890157,Xi,3.99,3.97
19538,19538,19587.0,26574.0,1298.0,,38Omi1Eri,Beid,4.197761,-6.837581,37.3134,11.92,81.28,11.0,4.04,1.181,F2II-III,0.327,16.838836,33.000244,-4.442368,3.95e-06,1.249e-05,1.326e-05,1.098971298,-0.119338303,5.77898e-08,3.94057e-07,Omi-1,38.0,Eri,1,19538,,29.34945222,Omi-1,4.062,4.022
19799,19799,19849.0,26965.0,1325.0,Gl 166A,40Omi2Eri,Keid,4.254537,-7.652871,4.9845,-2239.33,-3419.86,-42.7,4.43,5.942,K1V,0.82,2.179524,4.432894,-0.66374,2.462e-05,-7.258e-05,-7.609e-05,1.113835082,-0.133567789,-1.08566e-05,-1.65799e-05,Omi-2,40.0,Eri,1,19799,Gl 166,0.365763193,,,
20155,20155,20205.0,27371.0,1346.0,,54Gam Tau,Prima Hyadum,4.329889,15.627642,49.5295,115.29,-23.86,39.0,3.65,0.176,G8III,0.981,20.197375,43.211662,13.342572,-8.16e-06,4.792e-05,5.23e-06,1.133562341,0.272753812,5.58942e-07,-1.15677e-07,Gam,54.0,Tau,1,20155,,74.06277837,,,
20405,20405,20455.0,27697.0,1373.0,,61Del1Tau,Secunda Hyadum,4.382247,17.542514,47.7099,107.75,-28.84,39.0,3.77,0.377,G8III,0.983,18.695965,41.472036,14.380508,-6.26e-06,4.675e-05,5.66e-06,1.147269651,0.306174631,5.22387e-07,-1.3982e-07,Del-1,61.0,Tau,1,20405,,61.54602374,,,
20483,20483,20535.0,28028.0,1393.0,,43    Eri,Beemim,4.400613,-34.016846,90.8265,73.77,57.57,24.0,3.97,-0.821,K4III,1.468,30.609599,68.780131,-50.811792,-1.564e-05,4.475e-05,7.28e-06,1.152077901,-0.59370597,3.57647e-07,2.79107e-07,,43.0,Eri,1,20483,,185.5239576,,,
20837,20837,20889.0,28305.0,1409.0,,74Eps Tau,Ain,4.476943,19.180431,44.964,107.23,-36.77,39.0,3.53,0.266,K0III,1.014,16.488448,39.136798,14.772771,-5.89e-06,4.622e-05,5.53e-06,1.17206101,0.334761681,5.19866e-07,-1.78266e-07,Eps,74.0,Tau,1,20837,,68.17105263,,,
20842,20842,20894.0,28319.0,1412.0,,78The2Tau,Chamukuy,4.477705,15.870883,46.1042,108.66,-26.39,40.0,3.4,0.081,A7III,0.179,17.209733,40.871602,12.608233,-6.49e-06,4.718e-05,5.51e-06,1.172260446,0.276999157,5.26799e-07,-1.27942e-07,The-2,78.0,Tau,1,20842,,80.83510374,The-2,3.411,3.391
21340,21340,21393.0,29291.0,1464.0,,52Ups2Eri,Theemin,4.592512,-30.562341,65.5738,-48.92,-12.75,-4.0,3.81,-0.274,G8III,0.957,20.338212,52.67393,-33.342657,1.25e-05,-1.081e-05,-1.41e-06,1.202316824,-0.533413485,-2.37171e-07,-6.18137e-08,Ups-2,52.0,Eri,1,21340,,112.0985513,,,
21368,21368,21421.0,29139.0,1457.0,Gl 171.1A,87Alp Tau,Aldebaran,4.598677,16.509301,20.4332,62.78,-189.36,54.5,0.87,-0.682,K5III,1.538,7.02722,18.287604,5.806661,1.528e-05,5.709e-05,-2.14e-06,1.203930811,0.288141666,3.04366e-07,-9.18043e-07,Alp,87.0,Tau,1,21368,Gl 171.1,163.2300073,Alp,0.888,0.858
21541,21541,21594.0,29503.0,1481.0,GJ 9160A,53    Eri,Sceptrum,4.63634,-14.30402,33.6814,-77.86,-178.06,41.8,3.86,1.223,K1III,1.082,11.405856,30.579706,-8.321655,2.388e-05,2.764e-05,-3.873e-05,1.21379108,-0.249652241,-3.77476e-07,-8.63259e-07,,53.0,Eri,1,21541,GJ 9160,28.23579369,,,
22396,22396,22449.0,30652.0,1543.0,Gl 178,1Pi 3Ori,Tabit,4.830669,6.961276,8.0684,463.44,11.62,24.4,3.19,3.656,F6V,0.484,2.413721,7.63677,0.977904,-9.83e-06,2.903e-05,3.48e-06,1.264666197,0.12149718,2.24682e-06,5.63353e-08,Pi-3,1.0,Ori,1,22396,,3.003308879,,,
22961,22961,23015.0,31398.0,1577.0,,3Iot Aur,Hassaleh,4.949894,33.16609,151.2859,3.63,-18.54,18.0,2.69,-3.209,K3IIvar,1.49,34.378539,121.884168,82.763748,3.64e-06,2.271e-05,-1.31e-06,1.295879211,0.578857475,1.75987e-08,-8.98845e-08,Iot,3.0,Aur,1,22961,,1673.400907,,,
23361,23361,23416.0,31964.0,1605.0,,7Eps Aur,Almaaz,5.032815,43.823308,653.5948,0.18,-2.31,-3.0,3.03,-6.047,F0Ia,0.537,118.129799,456.518488,452.57303,1.6e-07,2.91e-06,-7.41e-06,1.317587892,0.764861019,8.72665e-10,-1.11992e-08,Eps,7.0,Aur,1,23361,,22845.46489,Eps,3.085,2.935
23398,23398,23453.0,32068.0,1612.0,,8Zet Aur,Saclateni,5.041301,41.075837,240.9639,8.88,-21.43,13.0,3.69,-3.22,K4II comp,1.154,45.114162,175.957014,158.327189,-3.47e-06,2.822e-05,-1.013e-05,1.319809631,0.716908605,4.30515e-08,-1.03896e-07,Zet,8.0,Aur,1,23398,,1690.440932,Zet,3.716,3.676
23712,23712,23767.0,32630.0,1641.0,,10Eta Aur,Haedus,5.10858,41.234474,74.6269,30.6,-68.41,7.0,3.18,-1.184,B3V,-0.148,12.978524,54.599524,49.18977,-5.75e-06,2.367e-05,-1.389e-05,1.337423033,0.719677343,1.48353e-07,-3.31661e-07,Eta,10.0,Aur,1,23712,,259.1791135,,,
23820,23820,23875.0,33111.0,1666.0,GJ 9175,67Bet Eri,Cursa,5.130829,-5.086446,27.3973,-83.39,-75.44,-9.2,2.78,0.591,A3IIIvar,0.161,6.156194,26.585876,-2.429001,8.48e-06,-1.249e-05,-9.15e-06,1.343247953,-0.088775232,-4.04286e-07,-3.65743e-07,Bet,67.0,Eri,1,23820,,50.53589948,,,
24378,24378,24436.0,34085.0,1713.0,,19Bet Ori,Rigel,5.242298,-8.20164,264.5503,1.87,-0.56,21.0,0.18,-6.933,B8Ia,-0.03,51.601106,256.709905,-37.740051,1.82e-06,2.121e-05,-3.77e-06,1.372430369,-0.143145631,9.06602e-09,-2.71496e-09,Bet,19.0,Ori,1,24378,,51665.42426,,,
24549,24549,24608.0,34029.0,1708.0,Gl 194A,13Alp Aur,Capella,5.27815,45.997991,13.1234,75.52,-427.13,22.2,0.08,-0.51,M1: comp,0.795,1.712633,8.954439,9.440007,1.92e-06,3.559e-05,-2.54e-06,1.381816413,0.802816393,3.66131e-07,-2.07078e-06,Alp,13.0,Aur,1,24549,Gl 194,139.3156803,,,
25273,25273,25336.0,35468.0,1790.0,,24Gam Ori,Bellatrix,5.418851,6.349702,77.3994,-8.75,-13.28,18.0,1.64,-2.804,B2III,-0.224,11.658576,76.036136,8.56012,6.1e-06,1.813e-05,-2.92e-06,1.418651834,0.11082321,-4.24212e-08,-6.43833e-08,Gam,24.0,Ori,1,25273,,1152.391377,,,
25364,25364,25428.0,35497.0,1791.0,,112Bet Tau,Elnath,5.438198,28.60745,41.0509,23.28,-174.22,9.0,1.65,-1.417,B7III,-0.13,5.281578,35.6504,19.655456,-9.7e-07,2.509e-05,-2.603e-05,1.423716809,0.499294192,1.12865e-07,-8.44642e-07,Bet,112.0,Tau,1,25364,,321.2180934,,,
25542,25542,25606.0,36079.0,1829.0,,9Bet Lep,Nihal,5.470756,-20.759441,49.1642,-5.03,-85.92,-14.0,2.81,-0.648,G5II,0.807,6.349344,45.531613,-17.425966,-1.66e-06,-2.061e-05,-1.407e-05,1.432240699,-0.362320595,-2.43861e-08,-4.16552e-07,Bet,9.0,Lep,1,25542,,158.1976399,,,
25865,25865,25930.0,36486.0,1852.0,,34Del Ori,Mintaka,5.533445,-0.299092,212.3142,1.67,0.56,16.0,2.25,-4.385,O9.5II,-0.175,25.868117,210.729667,-1.108306,2.9e-07,1.645e-05,4.9e-07,1.448652417,-0.00522014,8.09639e-09,2.71496e-09,Del,34.0,Ori,1,25865,,4943.10687,Del,2.334,2.234
25920,25920,25985.0,36673.0,1865.0,,11Alp Lep,Arneb,5.545504,-17.822289,680.2721,3.27,1.54,24.0,2.58,-6.583,F0Ib,0.211,76.877195,643.047236,-208.208,-7.75e-06,2.603e-05,-2.68e-06,1.451809652,-0.311057615,1.58534e-08,7.46613e-09,Alp,11.0,Lep,1,25920,,37428.29122,,,
26142,26142,26207.0,36861.0,1879.0,,39Lam Ori,Meissa,5.585633,9.934158,336.7003,-1.03,-1.86,34.0,3.39,-4.246,O...,-0.16,35.907504,329.702779,58.086365,5.44e-06,3.439e-05,3.01e-06,1.462315173,0.173383772,-4.99358e-09,-9.01753e-09,Lam,39.0,Ori,1,26142,,4349.106072,,,
26176,26176,26241.0,37043.0,1899.0,,44Iot Ori,Hatysa,5.590551,-5.909901,714.2857,2.27,-0.62,22.0,2.75,-6.519,O9III,-0.21,76.014147,706.411475,-73.54604,-5.44e-06,2.287e-05,-4.45e-06,1.463602742,-0.103147236,1.10053e-08,-3.00584e-09,Iot,44.0,Ori,1,26176,,35285.80258,,,
26246,26246,26311.0,37128.0,1903.0,,46Eps Ori,Alnilam,5.603559,-1.20192,606.0606,1.49,-1.06,26.0,1.69,-7.223,B0Ia,-0.184,62.775122,602.66691,-12.712683,-1.61e-06,2.683e-05,-3.67e-06,1.467008387,-0.020977458,7.22372e-09,-5.13903e-09,Eps,46.0,Ori,1,26246,,67483.87309,Eps,1.717,1.667
26386,26386,26451.0,37202.0,1910.0,,123Zet Tau,Tianguan,5.627413,21.142549,136.4256,2.39,-18.04,20.0,2.97,-2.704,B4IIIp,-0.148,12.391949,126.637551,49.207351,7e-07,2.342e-05,-3.75e-06,1.473253191,0.369007094,1.1587e-08,-8.74604e-08,Zet,123.0,Tau,1,26386,,1050.993427,Zet,3.032,2.902
26569,26569,26634.0,37795.0,1956.0,,Alp Col,Phact,5.660817,-34.074108,80.1282,-0.1,-24.05,35.0,2.65,-1.869,B7IV,-0.12,5.885917,66.110037,-44.89318,2.2e-06,2.432e-05,-2.779e-05,1.481998327,-0.594705371,-4.84814e-10,-1.16598e-07,Alp,,Col,1,26569,,487.0796665,,,
26662,26662,26727.0,37742.0,1948.0,,50Zet Ori,Alnitak,5.679313,-1.942572,225.7336,3.99,2.54,18.0,1.74,-5.028,O9.5Ib SB,-0.199,18.918488,224.809409,-7.651875,-2.8e-06,1.879e-05,2.15e-06,1.486840687,-0.033904281,1.93441e-08,1.23143e-08,Zet,50.0,Ori,1,26662,,8937.169609,,,
27298,27298,27366.0,38771.0,2004.0,,53Kap Ori,Saiph,5.795941,-9.669605,198.4127,1.55,-1.2,21.0,2.07,-4.418,B0.5Iavar,-0.168,10.444137,195.314937,-33.326707,-3.7e-07,2.103e-05,-4.75e-06,1.517373893,-0.16876644,7.51461e-09,-5.81776e-09,Kap,53.0,Ori,1,27298,,5095.654806,,,
27559,27559,27628.0,39425.0,2040.0,,Bet Col,Wazn,5.849329,-35.768309,26.7308,55.74,404.68,89.0,3.12,0.985,K1.5III,1.146,0.855327,21.672805,-15.624858,-3.1e-06,0.00010471,-1.066e-05,1.531350815,-0.624274753,2.70235e-07,1.96194e-06,Bet,,Col,1,27559,,35.15604405,,,
27919,27919,27989.0,39801.0,2061.0,,58Alp Ori,Betelgeuse,5.919529,7.407063,152.6718,27.33,10.86,21.0,0.45,-5.469,M2Ib,1.5,3.189296,151.364387,19.682142,-1.98e-05,2.068e-05,1.074e-05,1.549729118,0.129277632,1.325e-07,5.26508e-08,Alp,58.0,Ori,1,27919,,13415.28798,Alp,0.571,0.281
28288,28288,28360.0,40183.0,2088.0,GJ 3375,34Bet Aur,Menkalinan,5.992149,44.947433,24.8694,-56.41,-0.88,-19.4,1.9,-0.078,A2V,0.077,0.036195,17.601288,17.569058,6.77e-06,-1.398e-05,-1.409e-05,1.568740945,0.784480691,-2.73483e-07,-4.26636e-09,Bet,34.0,Aur,1,28288,,93.58365436,Bet,1.967,1.897
28309,28309,28380.0,40312.0,2095.0,,37The Aur,Mahasim,5.995351,37.212585,50.7614,42.09,-73.61,30.0,2.65,-0.878,A0p Si,-0.083,0.049188,40.426416,30.69934,-1.031e-05,3.54e-05,4.13e-06,1.569579154,0.649482133,2.04058e-07,-3.56871e-07,The,37.0,Aur,1,28309,,195.523967,The,2.66,2.63
28962,28962,29034.0,42167.0,2177.0,,The Col,Elkurud,6.125453,-37.25292,221.2389,0.9,0.3,45.0,5.0,-1.724,B8:IV,-0.095,-5.782732,176.005131,-133.923795,-2.17e-06,3.678e-05,-2.76e-05,1.603639975,-0.650186116,4.36332e-09,1.45444e-09,The,,Col,1,28962,,426.1868054,,,
29582,29582,29655.0,42995.0,2216.0,,7Eta Gem,Propus,6.247961,22.506799,117.9245,-62.53,-10.24,19.0,3.31,-2.048,M3III,1.6,-7.067151,108.713368,45.140745,3.436e-05,2.247e-05,2.03e-06,1.635712406,0.392817744,-3.03154e-07,-4.96449e-08,Eta,7.0,Gem,1,29582,,574.3809135,Eta,3.446,3.216
30049,30049,30122.0,44402.0,2282.0,,1Zet CMa,Furud,6.338553,-30.063367,111.1111,8.0,3.81,32.0,3.02,-2.209,B2.5V,-0.16,-8.512138,95.786306,-55.662081,-6.89e-06,2.886e-05,-1.462e-05,1.659429365,-0.524704742,3.87851e-08,1.84714e-08,Zet,1.0,CMa,1,30049,,666.1929002,,,
30251,30251,30324.0,44743.0,2294.0,,2Bet CMa,Mirzam,6.378329,-17.955918,151.0574,-3.45,-0.47,34.0,1.98,-3.916,B1II/III,-0.24,-14.209731,142.995999,-46.568852,-7.5e-07,3.306e-05,-1.105e-05,1.669842696,-0.313389884,-1.67261e-08,-2.27862e-09,Bet,2.0,CMa,1,30251,,3209.223768,Bet,1.999,1.969
30270,30270,30343.0,44478.0,2286.0,,13Mu  Gem,Tejat,6.382673,22.513586,71.0227,56.84,-108.79,55.0,2.87,-1.387,M3IIIvar,1.621,-6.562116,65.281443,27.194957,-2.61e-05,6.402e-05,-1.306e-05,1.670979989,0.392936199,2.75568e-07,-5.27429e-07,Mu,13.0,Gem,1,30270,,312.4640086,Mu,2.946,2.826
30365,30365,30438.0,45348.0,2326.0,,Alp Car,Canopus,6.399195,-52.69566,94.7867,19.99,23.67,21.0,-0.62,-5.504,F0Ib,0.164,-5.992679,57.132034,-75.396105,-1.14e-05,2.059e-05,-1.049e-05,1.675305352,-0.919712775,9.69143e-08,1.14755e-07,Alp,,Car,1,30365,,13854.79168,,-0.547,-0.667
31601,31601,31681.0,47105.0,2421.0,,24Gam Gem,Alhena,6.628528,16.399252,33.5121,-2.04,-66.92,-13.0,1.93,-0.696,A0IV,0.001,-5.266162,31.714389,9.461403,1.91e-06,-9.5e-06,-1.418e-05,1.735344593,0.286220944,-9.8902e-09,-3.24437e-07,Gam,24.0,Gem,1,31601,,165.3484012,,,
32161,32161,32246.0,48329.0,2473.0,,27Eps Gem,Mebsuta,6.732202,25.131124,259.0674,-5.93,-12.81,10.0,3.06,-4.007,A3mA6-A9,1.377,-44.684834,230.247724,110.023705,4.25e-06,1.722e-05,-1.022e-05,1.762486296,0.438620861,-2.87495e-08,-6.21046e-08,Eps,27.0,Gem,1,32161,,3489.795674,,,
32263,32263,32349.0,48915.0,2491.0,Gl 244A,9Alp CMa,Sirius,6.752481,-16.716116,2.6371,-546.01,-1223.08,-9.4,-1.44,1.454,A0m...,0.009,-0.494323,2.476731,-0.758485,9.53e-06,-1.207e-05,-1.221e-05,1.76779537,-0.291751259,-2.64713e-06,-5.92966e-06,Alp,9.0,CMa,1,32263,Gl 244,22.82443312,,-1.333,-1.523
32276,32276,32362.0,48737.0,2484.0,Gl 242,31Xi  Gem,Alzirr,6.754824,12.895591,17.9986,-115.16,-190.91,30.0,3.35,2.074,F5IV,0.443,-3.444569,17.203451,4.0169,3.25e-06,3.494e-05,-9.39e-06,1.768408783,0.225070523,-5.58311e-07,-9.25558e-07,Xi,31.0,Gem,1,32276,,12.8943662,,,
33492,33492,33579.0,52089.0,2618.0,,21Eps CMa,Adhara,6.977097,-28.972084,124.2236,2.63,2.29,27.0,1.5,-3.971,B2II,-0.211,-27.497987,105.141608,-60.171969,-7.81e-06,2.362e-05,-1.217e-05,1.826599649,-0.505658252,1.27506e-08,1.11022e-08,Eps,21.0,CMa,1,33492,,3375.981049,,,
33769,33769,33856.0,52877.0,2646.0,,22Sig CMa,Nganurganity,7.028652,-27.93483,343.6426,-6.01,4.64,22.0,3.49,-4.191,K4III,1.729,-80.775471,292.659236,-160.9853,3.4e-06,2.532e-05,-3.71e-06,1.84009686,-0.487554765,-2.91373e-08,2.24954e-08,Sig,22.0,CMa,1,33769,,4134.28108,Sig,3.546,3.446
33956,33956,34045.0,53244.0,2657.0,,23Gam CMa,Muliphein,7.062637,-15.633286,135.5014,-0.81,-11.2,32.0,4.11,-1.55,B8II,-0.112,-35.835279,125.471916,-36.514903,-7.6e-06,2.854e-05,-1.59e-05,1.848994004,-0.272852312,-3.92699e-09,-5.42991e-08,Gam,23.0,CMa,1,33956,,363.0780548,,,
34000,34000,34088.0,52973.0,2650.0,,43Zet Gem,Mekbuda,7.068481,20.570297,421.9409,-5.72,-0.96,7.0,4.01,-4.116,G3Ibv SB,0.899,-109.067807,379.683873,148.25163,9.2e-06,1.034e-05,6.8e-07,1.850524028,0.359019411,-2.77313e-08,-4.65421e-09,Zet,43.0,Gem,1,34000,,3858.335599,Zet,4.172,3.702
34354,34354,34444.0,54605.0,2693.0,,25Del CMa,Wezen,7.139857,-26.3932,492.6108,-2.75,3.33,34.0,1.83,-6.633,F8Ia,0.671,-129.733458,421.761488,-218.979855,-3.92e-06,3.508e-05,-8.33e-06,1.869210132,-0.460648234,-1.33324e-08,1.61443e-08,Del,25.0,CMa,1,34354,,39192.23225,,,
35453,35453,35550.0,56986.0,2777.0,Gl 271A,55Del Gem,Wasat,7.335383,21.98232,18.5391,-18.72,-7.76,-15.3,3.5,2.16,F0IV...,0.374,-5.888392,16.151258,6.939513,6.46e-06,-1.281e-05,-6.5e-06,1.920398746,0.38366387,-9.07571e-08,-3.76215e-08,Del,55.0,Gem,1,35453,Gl 271,11.91242008,,,
35806,35806,35904.0,58350.0,2827.0,,31Eta CMa,Aludra,7.401584,-29.303104,609.7561,-3.76,6.66,41.0,2.45,-6.476,B5Ia,-0.083,-190.762166,496.337122,-298.432917,-6.2e-06,4.711e-05,-3.36e-06,1.937730188,-0.511435637,-1.8229e-08,3.22886e-08,Eta,31.0,CMa,1,35806,,33915.63869,Eta,2.509,2.409
36087,36087,36188.0,58715.0,2845.0,,3Bet CMi,Gomeisa,7.452512,8.289315,49.5786,-50.28,-38.45,22.0,2.89,-0.586,B8Vvar,-0.097,-18.209817,45.556204,7.147858,2.46e-06,2.64e-05,-5.9e-06,1.951063059,0.144675847,-2.43764e-07,-1.86411e-07,Bet,3.0,CMi,1,36087,,149.4169957,Bet,2.896,2.876
36744,36744,36850.0,60179.0,2891.0,Gl 278A,66Alp Gem,Castor,7.576634,31.888276,15.5958,-206.33,-148.18,6.0,1.58,0.615,A2Vm,0.034,-5.311938,12.130011,8.238737,9.83e-06,1.645e-05,-6.27e-06,1.98355827,0.556555413,-1.00032e-06,-7.18397e-07,Alp,66.0,Gem,1,36744,Gl 278,49.4310687,,,
37159,37159,37265.0,61110.0,2930.0,,71Omi Gem,Jishui,7.65276,34.584346,50.9944,-35.97,-118.03,7.0,4.89,1.352,F3III,0.413,-17.604251,38.11415,28.945417,-1.34e-06,2.411e-05,-1.996e-05,2.003487836,0.603610706,-1.74387e-07,-5.72226e-07,Omi,71.0,Gem,1,37159,,25.07263625,,,
37173,37173,37279.0,61421.0,2943.0,Gl 280A,10Alp CMi,Procyon,7.655033,5.224993,3.5142,-716.57,-1034.58,-4.0,0.4,2.671,F5IV-V,0.432,-1.469312,3.17617,0.320024,1.212e-05,2.89e-06,-1.792e-05,2.004083041,0.091193332,-3.47403e-06,-5.01579e-06,Alp,10.0,CMi,1,37173,Gl 280,7.440463662,,,
37718,37718,37826.0,62509.0,2990.0,Gl 286,78Bet Gem,Pollux,7.755277,28.026199,10.3584,-625.69,-45.95,3.6,1.16,1.084,K0IIIvar,0.991,-4.055465,8.19518,4.867171,2.624e-05,1.782e-05,-3.1e-07,2.030326887,0.489149442,-3.03343e-06,-2.22772e-07,Bet,78.0,Gem,1,37718,,32.09223768,,,
38062,38062,38170.0,63700.0,3045.0,,7Xi  Pup,Azmidi,7.821571,-24.859786,367.6471,-5.56,-0.71,3.0,3.34,-4.487,G6Ia,1.218,-153.118527,296.362603,-154.558514,7.77e-06,6.55e-06,-2.44e-06,2.047682488,-0.433885111,-2.69556e-08,-3.44218e-09,Xi,7.0,Pup,1,38062,,5430.002131,,,
39318,39318,39429.0,66811.0,3165.0,,Zet Pup,Naos,8.059737,-40.003148,332.2259,-30.82,16.77,-24.0,2.21,-5.397,O5IAf,-0.269,-130.674899,218.376203,-213.564535,4.333e-05,2.425e-05,3.647e-05,2.110034133,-0.698186638,-1.4942e-07,8.13033e-08,Zet,,Pup,1,39318,,12554.51674,Zet,2.224,2.194
39644,39644,39757.0,67523.0,3185.0,,15Rho Pup,Tureis,8.125737,-24.304324,19.4818,-83.29,46.38,46.0,2.83,1.382,F2mF5IIp,0.458,-9.379037,15.076242,-8.018549,-1.692e-05,4.209e-05,-1.537e-05,2.127312994,-0.424190476,-4.03801e-07,2.24857e-07,Rho,15.0,Pup,1,39644,,24.3893373,Rho,2.875,2.775
40054,40054,40167.0,68255.0,3210.0,,16Zet2Cnc,Tegmine,8.203535,17.647771,25.0815,28.29,-150.94,-11.0,4.67,2.673,G0V,0.531,-13.035978,20.033032,7.603791,-7e-08,-6.2e-06,-2.09e-05,2.147680389,0.308011703,1.37154e-07,-7.31778e-07,Zet-2,16.0,Cnc,1,40054,,7.426770437,,,
40411,40411,40526.0,69267.0,3249.0,,17Bet Cnc,Tarf,8.275256,9.185545,93.0233,-46.8,-48.65,22.0,3.53,-1.313,K4III,1.481,-51.522087,76.015371,14.84954,3.04e-06,3.313e-05,-1.807e-05,2.166456904,0.160317998,-2.26893e-07,-2.35862e-07,Bet,17.0,Cnc,1,40411,,291.8770848,,,
40766,40766,40881.0,70011.0,3268.0,,19Lam Cnc,Piautos,8.34226,24.022314,140.2525,-20.67,-17.84,23.0,5.92,0.185,B9.5V,-0.039,-73.723045,104.765465,57.095809,-3.71e-06,2.97e-05,-1.5e-06,2.183998647,0.419268466,-1.00211e-07,-8.64908e-08,Lam,19.0,Cnc,1,40766,,73.45138682,,,
40921,40921,41037.0,71129.0,3307.0,,Eps Car,Avior,8.375236,-59.509483,185.5288,-25.34,22.72,2.0,1.86,-4.482,K3III+B2V,1.196,-54.83708,76.515238,-159.872623,7.66e-06,2.843e-05,8.61e-06,2.192631676,-1.038636414,-1.22852e-07,1.1015e-07,Eps,,Car,1,40921,,5405.053537,,,
40959,40959,41075.0,70272.0,3275.0,,31    Lyn,Alsciaukat,8.380588,43.188131,117.2333,-25.62,-99.44,24.0,4.25,-1.095,K5III,1.55,-49.889521,69.406143,80.234157,-2.12e-05,5.444e-05,-2.441e-05,2.194032684,0.753775076,-1.24209e-07,-4.82099e-07,,31.0,Lyn,1,40959,,238.7811283,BN,4.265,4.235
41586,41586,41704.0,71369.0,3323.0,,1Omi UMa,Muscida,8.504431,60.718169,54.9149,-134.31,-107.73,20.0,3.35,-0.348,G4II-III,0.856,-16.37548,21.290022,47.898272,6.99e-06,4.956e-05,3.81e-06,2.226454841,1.059731968,-6.51153e-07,-5.2229e-07,Omi,1.0,UMa,1,41586,,120.005182,,,
42283,42283,42402.0,73471.0,3418.0,,5Sig Hya,Minchir,8.645955,3.341435,114.2857,-19.03,-16.29,25.0,4.45,-0.84,K2III,1.216,-72.861703,87.795627,6.661268,-8.52e-06,2.678e-05,-7.52e-06,2.263505699,0.058319045,-9.226e-08,-7.89761e-08,Sig,5.0,Hya,1,42283,,188.7991349,,,
42687,42687,42806.0,74198.0,3449.0,,43Gam Cnc,Asellus Borealis,8.721431,21.468501,55.5556,-106.94,-39.25,29.0,4.66,0.936,A1IV,0.01,-33.797361,39.125009,20.33287,1.22e-06,4.264e-05,1.02e-06,2.283265228,0.374696022,-5.1846e-07,-1.90289e-07,Gam,43.0,Cnc,1,42687,,36.77900704,,,
42792,42792,42911.0,74442.0,3461.0,,47Del Cnc,Asellus Australis,8.74475,18.154309,40.032,-17.1,-228.46,17.0,3.94,0.928,K0III,1.083,-25.041776,28.63397,12.473108,-1.747e-05,2.502e-05,-3.671e-05,2.289370201,0.316852459,-8.29031e-08,-1.10761e-06,Del,47.0,Cnc,1,42792,,37.05100563,,,
42794,42794,42913.0,74956.0,3485.0,Gl 321.3A,Del Vel,Alsephina,8.745059,-54.708821,24.6975,28.78,-104.14,2.2,1.93,-0.033,A1V,0.043,-9.394033,10.739813,-20.158771,3.25e-06,-8.95e-06,-9.04e-06,2.289451211,-0.954849057,1.39529e-07,-5.04885e-07,Del,,Vel,1,42794,Gl 321.3,89.78421709,Del,1.939,1.929
42990,42990,43109.0,74874.0,3482.0,,11Eps Hya,Ashlesha,8.779587,6.418809,39.6354,-231.04,-40.17,36.0,3.38,0.39,G0III-IV,0.685,-26.198413,29.410867,4.431082,8.24e-06,5.749e-05,-3.55e-06,2.298490371,0.112029355,-1.12011e-06,-1.9475e-07,Eps,11.0,Hya,1,42990,,60.81350013,Eps,3.39,3.37
43464,43464,43587.0,75732.0,3522.0,Gl 324A,55Rho1Cnc,Copernicus,8.876625,28.330819,12.3411,-485.48,-234.4,27.2,5.96,5.503,G8V,0.869,-7.429298,7.925466,5.85673,-1.1e-07,4.258e-05,8.6e-07,2.323894965,0.494466065,-2.35367e-06,-1.1364e-06,Rho-1,55.0,Cnc,1,43464,Gl 324,0.548024532,,,
43939,43939,44066.0,76756.0,3572.0,,65Alp Cnc,Acubens,8.974784,11.857701,57.7367,41.45,-29.22,-14.0,4.26,0.453,A5m,0.141,-39.690103,40.217629,11.863811,4e-07,-1.693e-05,-1.095e-05,2.349592861,0.206955922,2.00955e-07,-1.41663e-07,Alp,65.0,Cnc,1,43939,,57.38521327,,,
44000,44000,44127.0,76644.0,3569.0,Gl 331A,9Iot UMa,Talitha,8.986828,48.041826,14.5096,-441.12,-215.21,9.0,3.12,2.312,A7IV,0.223,-6.835882,6.883318,10.789878,9.75e-06,3.422e-05,-3.28e-06,2.35274611,0.83848805,-2.13861e-06,-1.04337e-06,Iot,9.0,UMa,1,44000,Gl 331,10.35618977,,,
